Code HS6,Label HS6
5603,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a."
560311,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., de filaments synthétiques ou artificiels, d'un poids <= 25 g/m²"
560312,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., de filaments synthétiques ou artificiels, d'un poids > 25 g/m² mais <= 70 g/m²"
560313,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., de filaments synthétiques ou artificiels, d'un poids > 70 g/m² mais <= 150 g/m²"
560314,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., de filaments synthétiques ou artificiels, d'un poids > 150 g/m²"
560391,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., d'un poids <= 25 g/m² (à l'excl. de filaments synthétiques ou artificiels)"
560392,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., d'un poids > 25 g/m² mais <= 70 g/m² (à l'excl. de filaments synthétiques ou artificiels)"
560393,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., d'un poids > 70 g/m² mais <= 150 g/m² (à l'excl. de filaments synthétiques ou artificiels)"
560394,"Nontissés, même imprégnés, enduits, recouverts ou stratifiés, n.d.a., d'un poids > 150 g/m² (à l'excl. de filaments synthétiques ou artificiels)"
5604,"Fils et cordes de caoutchouc, recouverts de textiles; fils textiles, lames et formes simil. du n° 5404 ou 5405, imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des imitations de catgut munies d'hameçons ou autrement montées en lignes)"
560410,"Fils et cordes de caoutchouc, recouverts de textiles"
560490,"Fils textiles, lames et formes simil. des n° 5404 ou 5405, imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des imitations de catgut munies d'hameçons ou autrement montées en lignes)"
5605,"Filés métalliques et fils métallisés, même guipés, constitués par des fils textiles, des lames ou formes simil. des n° 5404 et 5405, combinés avec du métal sous forme de fils, de lames ou de poudres, ou recouverts de métal (sauf fils textiles armés à l'aide d'un fil de métal, articles ayant le caractère d'ouvrages de passementerie et fils textiles formés d'un mélange de fibres textiles et métalliques leur conférant un effet antistatique)"
5606,"Fils guipés, lames et formes simil. des n° 5404 ou 5405 guipées; fils de chenille; fils dits 'de chaînette' (à l'excl. des filés métalliques et fils métallisés du n° 5605, des fils de crin guipés, des fils métalliques guipés avec des fils textiles, des fils en caoutchouc guipés avec des textiles ainsi que des milanaises, torses et autres produits textiles guipés du n° 5808)"
5607,"Ficelles, cordes et cordages, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique"
560721,"Ficelles lieuses ou botteleuses, de sisal ou d'autres fibres textiles du genre 'Agave'"
560729,"Ficelles, cordes et cordages, de sisal ou d'autres fibres textiles du genre 'Agave', tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des ficelles lieuses ou botteleuses)"
560741,"Ficelles lieuses ou botteleuses, de polyéthylène ou de polypropylène"
560749,"Ficelles, cordes et cordages, de polyéthylène ou de polypropylène, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. les ficelles lieuses ou botteleuses)"
560750,"Ficelles, cordes et cordages, de fibres synthétiques, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des produits en polyéthylène ou en polypropylène)"
560790,"Ficelles, cordes et cordages, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des produits de fibres synthétiques ainsi que de sisal ou d'autres fibres textiles du genre 'Agave')"
5608,"Filets à mailles nouées, en nappes ou en pièces, obtenus à partir de ficelles, cordes ou cordages; filets confectionnés pour la pêche et autres filets confectionnés, en matières textiles (à l'excl. des résilles et filets à cheveux ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)"
560811,"Filets confectionnés pour la pêche, à mailles nouées, en matières textiles synthétiques ou artificielles (à l'excl. des épuisettes)"
560819,"Filets à mailles nouées, en nappes ou en pièces, obtenus à partir de ficelles, cordes ou cordages; filets confectionnés, en matières textiles synthétiques ou artificielles (à l'excl. des filets confectionnés pour la pêche, des résilles et filets à cheveux ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)"
560890,"Filets à mailles nouées, en nappes ou en pièces, obtenus à partir de ficelles, cordes ou cordages; filets confectionnés pour la pêche et autres filets confectionnés, en matières textiles végétales (à l'excl. des filets et résilles à cheveux ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)"
5609,"Articles en fils, lames ou formes simil. des n° 5404 et 5405, ficelles, cordes ou cordages du n° 5607, n.d.a."
5701,"Tapis en matières textiles, à points noués ou enroulés, même confectionnés"
570110,"Tapis de laine ou de poils fins, à points noués ou enroulés, même confectionnés"
570190,"Tapis en matières textiles, à points noués ou enroulés, même confectionnés (à l'excl. des tapis de laine ou de poils fins)"
5702,"Tapis et autres revêtements de sol en matières textiles, tissés, non touffetés ni floqués, même confectionnés, y.c. les tapis dits 'kelim' ou 'kilim', 'schumacks' ou 'soumak', 'karamanie' et tapis simil. tissés à la main"
570210,"Tapis dits 'kelim' ou 'kilim', 'schumacks' ou 'soumak', 'karamanie' et tapis simil. tissés à la main, même confectionnés"
570220,"Revêtements de sol en coco, tissés, même confectionnés"
570231,"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non touffetés ni floqués, à velours, non confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' ainsi que des tapis simil. tissés à la main)"
570232,"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, tissés, non touffetés ni floqués, à velours, non confectionnés (à l’exclusion des tapis dits «kelim» ou «kilim», «schumacks» ou «soumak», «karamanie» et tapis similaires tissés à la main)"
570239,"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non touffetés ni floqués, à velours, non confectionnés (à l'excl. des revêtements de sol en coco et des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' ainsi que des tapis simil. tissés à la main)"
570241,"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non touffetés ni floqués, à velours, confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)"
570242,"Tapis et autres revêtements de sol, de matières synthétiques ou artificielles, tissés, non touffetés ni floqués, à velours, confectionnés (à l’exclusion des tapis dits «kelim» ou «kilim», «schumacks» ou «soumak», «karamanie» et tapis similaires tissés à la main)"
570249,"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non touffetés ni floqués, à velours, confectionnés (à l'excl. des revêtements de sol en coco ainsi que des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)"
570250,"Tapis et autres revêtements de sol, en matières textiles, tissés, non touffetés ni floqués, sans velours, non confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)"
570291,"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non touffetés ni floqués, sans velours, confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)"
570292,"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, tissés, non touffetés ni floqués, sans velours, confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)"
570299,"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non touffetés ni floqués, sans velours, confectionnés (à l'excl. des revêtements de sol en coco ainsi que des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)"
5703,"Tapis et autres revêtements de sol en matières textiles, y.c. le gazon, touffetés, même confectionnés"
570310,"Tapis et autres revêtements de sol, de laine ou de poils fins, touffetés, même confectionnés"
570321,"Gazon, de nylon ou d’autres polyamides, touffetés"
570329,"Tapis et autres revêtements de sol, de nylon ou d’autres polyamides, touffetés, même confectionnés (à l’exclusion du gazon)"
570331,"Gazon, de matières textiles synthétiques ou artificielles, touffetés, même confectionnés (à l’exclusion du gazon de nylon ou d’autres polyamides)"
570339,"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, touffetés, même confectionnés (à l’exclusion des articles de nylon ou d’autres polyamides, ainsi que du gazon)"
570390,"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, touffetés, même confectionnés"
5704,"Tapis et autres revêtements de sol, en feutre, non touffetés ni floqués, même confectionnés"
570410,"Carreaux, en feutre, non touffetés ni floqués, d'une surface <= 0,3 m²"
570420,"Carreaux, en feutre, non touffetés ni floqués, d’une superficie > 0,3 m² mais <= 1 m²"
570490,"Tapis et autres revêtements de sol, en feutre, non touffetés ni floqués, même confectionnés (à l’exclusion des carreaux d’une superficie <= 1 m²)"
5705,"Tapis et autres revêtements de sol en matières textiles, même confectionnés (à l'excl. à points noués ou enroulés, tissés, touffetés ou en feutre)"
5801,"Velours et peluches tissés et tissus de chenille (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580110,"Velours et peluches tissés et tissus de chenille, de laine ou de poils fins (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580121,"Velours et peluches par la trame, non coupés, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580122,"Velours et peluches par la trame, coupés, côtelés, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580123,"Velours et peluches par la trame, coupés, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580126,"Tissus de chenille, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580127,"Velours et peluches par la chaîne, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du no 5806)"
580131,"Velours et peluches par la trame, non coupés, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580132,"Velours et peluches par la trame, coupés, côtelés, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580133,"Velours et peluches par la trame, coupés, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)"
580136,"Tissus de chenille, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du no 5806)"
580137,"Velours et peluches par la chaîne, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du no 5806)"
580190,"Velours et peluches tissés et tissus de chenille (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées, des articles de rubanerie du n° 5806 et des articles de laine, de poils fins ou de fibres synthétiques ou artificielles)"
5802,Tissus bouclés du genre éponge et surfaces textiles touffetées (à l'excl. des articles de rubanerie du n° 5806 ainsi que des tapis et autres revêtements de sol du n° 5703)
580210,"Tissus bouclés du genre éponge, en coton (à l’exclusion des articles de rubanerie du nº 5806, ainsi que des tapis et autres revêtements de sol)"
580220,"Tissus bouclés du genre éponge (à l'excl. des tissus en coton, des articles de rubanerie du n° 5806 ainsi que des tapis et autres revêtements de sol du n° 5703)"
580230,Surfaces textiles touffetées (à l'excl. des tapis et autres revêtements de sol du n° 5703)
5803,Tissus à point de gaze (à l'excl. des articles de rubanerie du n° 5806)
5804,"Tulles, tulles-bobinots et tissus à mailles nouées; dentelles en pièces, en bandes ou en motifs (à l'excl. des produits des n° 6002 à 6006)"
580410,"Tulles, tulles-bobinots et tissus à mailles nouées"
580421,"Dentelles à la mécanique, de fibres synthétiques ou artificielles, en pièces, en bandes ou en motifs (à l’exclusion des produits des positions 6002 à 6006)"
580429,"Dentelles à la mécanique, en pièces, en bandes ou en motifs (à l’exclusion des dentelles de fibres synthétiques ou artificielles et des produits des positions 6002 à 6006)"
580430,"Dentelles à la main, en pièces, en bandes ou en motifs (à l'excl. des produits des n° 6002 à 6006)"
5805,"Tapisseries tissées à la main [genre Gobelins, Flandres, Aubusson, Beauvais et simil.] et tapisseries à l'aiguille [au petit point, au point de croix, p.ex.], même confectionnées (à l'excl. des tapisseries ayant > 100 ans d'âge ainsi que des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' ainsi que des tapis simil.)"
5806,"Rubanerie en matières textiles, d'une largeur <= 30 cm (autre que les étiquettes, écussons et articles simil.); rubans sans trame, en fils ou fibres parallélisés et encollés [bolducs], n.d.a."
580610,"Rubanerie de velours, de peluches, de tissus de chenille ou de tissus bouclés du genre éponge, d'une largeur <= 30 cm (autre que les étiquettes, écussons et articles simil.)"
580620,"Rubanerie, tissée, en matières textiles, contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc, d'une largeur <= 30 cm (à l'excl. de la rubanerie de velours, de peluches, de tissus de chenille ou de tissus bouclés du genre éponge ainsi que les étiquettes, écussons et articles simil.)"
580631,"Rubanerie, tissée, de coton, d'une largeur <= 30 cm, n.d.a."
580632,"Rubanerie, tissée, de fibres synthétiques ou artificielles, d'une largeur <= 30 cm, n.d.a."
580639,"Rubanerie, tissée, en matières textiles, d'une largeur <= 30 cm, n.d.a. (à l'excl. des articles de coton ou de fibres synthétiques ou artificielles)"
580640,"Rubans sans trame, en fils ou fibres parallélisés et encollés [bolducs], d'une largeur <= 30 cm"
5807,"Étiquettes, écussons et articles simil. en matières textiles, en pièces, en rubans ou découpés, non brodés"
580710,"Étiquettes, écussons et articles simil. en matières textiles, en pièces, en rubans ou découpés, tissés, non brodés"
580790,"Étiquettes, écussons et articles simil. en matières textiles, en pièces, en rubans ou découpés, non brodés (à l'excl. des articles tissés)"
5808,"Tresses en matières textiles, en pièces; articles de passementerie et articles ornementaux analogues en matières textiles, en pièces, sans broderie (autres que ceux en bonneterie); glands, floches, olives, noix, pompons et articles simil., en matières textiles"
580810,"Tresses en matières textiles, en pièces"
580890,"Articles de passementerie et articles ornementaux analogues en matières textiles, en pièces, sans broderie, et glands, floches, olives, noix, pompons et articles simil. en matières textiles (à l'excl. des tresses en pièces ainsi que des articles de passementerie et articles ornementaux analogues en bonneterie)"
5809,"Tissus de fils de métal et tissus de filés métalliques ou de fils textiles métallisés du n° 5605, des types utilisés pour l'habillement, l'ameublement ou usages simil., n.d.a."
5810,"Broderies sur support de matières textiles, en pièces, en bandes ou en motifs"
581010,"Broderies chimiques ou aériennes, sur support de matières textiles, et broderies à fond découpé, en pièces, en bandes ou en motifs"
581091,"Broderies de coton, sur support de matières textiles, en pièces, en bandes ou en motifs (à l'excl. des broderies chimiques ou aériennes ainsi que des broderies à fond découpé)"
581092,"Broderies de fibres synthétiques ou artificielles, sur support de matières textiles, en pièces, en bandes ou en motifs (à l'excl. des broderies chimiques ou aériennes ainsi que des broderies à fond découpé)"
581099,"Broderies de matières textiles, sur support de matières textiles, en pièces, en bandes ou en motifs (à l'excl. des broderies en coton ou en fibres synthétiques ou artificielles, des broderies chimiques ou aériennes et des broderies à fond découpé)"
5811,"Produits textiles matelassés en pièces, constitués d'une ou plusieurs couches de matières textiles associées à une matière de rembourrage par piqûre, capitonnage ou autre cloisonnement (à l'excl. des broderies du n° 5810 ainsi que des articles de literie ou d'ameublement rembourrés)"
5901,"Tissus enduits de colle ou de matières amylacées, des types utilisés pour la reliure, le cartonnage, la gainerie ou usages simil.; toiles à calquer ou transparentes pour le dessin; toiles préparées pour la peinture; bougran et tissus simil. raidis des types utilisés pour la chapellerie (à l'excl. des tissus enduits de matière plastique)"
590110,"Tissus enduits de colle ou de matières amylacées, des types utilisés pour la reliure, le cartonnage, la gainerie ou usages simil."
590190,Toiles à calquer ou transparentes pour le dessin; toiles préparées pour la peinture; bougran et tissus simil. raidis des types utilisés pour la chapellerie (à l'excl. des tissus enduits de matière plastique)
5902,"Nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides, de polyesters ou de rayonne viscose, adhérisées ou non, imprégnées ou non de caoutchouc ou de matière plastique"
590210,"Nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides, adhérisées ou non, imprégnées ou non de caoutchouc ou de matière plastique"
590220,"Nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de polyesters, adhérisées ou non, imprégnées ou non de caoutchouc ou de matière plastique"
590290,"Nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de rayonne viscose, adhérisées ou non, imprégnées ou non de caoutchouc ou de matière plastique"
5903,"Tissus imprégnés, enduits ou recouverts de matière plastique ou stratifiés avec de la matière plastique (sauf nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides, de polyesters ou de rayonne viscose, tissus imprégnés ou enduits ayant le caractère de revêtements muraux et tissus enduits ou recouverts de matière plastique utilisés comme revêtements de sol)"
590310,"Tissus imprégnés, enduits ou recouverts de poly[chlorure de vinyle] ou stratifiés avec du poly[chlorure de vinyle] (à l'excl. des tissus imprégnés ou enduits de poly[chlorure de vinyle] ayant le caractère de revêtements muraux ainsi que des tissus enduits ou recouverts de poly[chlorure de vinyle] conçus pour être utilisés comme revêtements de sol)"
590320,"Tissus imprégnés, enduits ou recouverts de polyuréthanne ou stratifiés avec du polyuréthanne (à l'excl. des tissus imprégnés ou enduits de polyuréthanne ayant le caractère de revêtements muraux ainsi que des tissus enduits ou recouverts de polyuréthanne conçus pour être utilisés comme revêtements de sol)"
590390,"Tissus imprégnés, enduits ou recouverts de matières plastiques autres que poly[chlorure de vinyle] ou polyuréthanne ou stratifiés avec des matières plastiques autres que poly[chlorure de vinyle] ou polyuréthanne (sauf nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de polyamides, polyesters ou rayonne viscose et tissus imprégnés ou enduits ayant le caractère de revêtements muraux ou enduits de matières plastiques et utilisés comme revêtements de sol)"
5904,"Linoléums, même découpés; revêtements de sol consistant en un enduit ou un recouvrement appliqué sur un support textile, même découpés"
590410,"Linoléums, même découpés"
590490,"Revêtements de sol consistant en un enduit ou un recouvrement appliqué sur un support textile, même découpés (à l'excl. des linoléums)"
5905,Revêtements muraux en matières textiles
5906,Tissus caoutchoutés (à l'excl. des nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides)
590610,"Rubans adhésifs en tissus caoutchoutés, d'une largeur <= 20 cm (à l'excl. des rubans adhésifs imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales, chirurgicales, dentaires ou vétérinaires)"
590691,"Tissus caoutchoutés de bonneterie, n.d.a."
590699,"Tissus caoutchoutés (à l'excl. des tissus de bonneterie, des rubans adhésifs d'une largeur <= 20 cm et des nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides, de polyesters ou de rayonnne viscose)"
5907,"Tissus imprégnés, enduits ou recouverts, n.d.a.; toiles peintes pour décors de théâtres, fonds d'atelier ou usages analogues"
5908,"Mèches tissées, tressées ou tricotées, en matières textiles, pour lampes, réchauds, briquets, bougies ou simil.; manchons à incandescence et étoffes tubulaires tricotées servant à leur fabrication, même imprégnés (à l'excl. des mèches recouvertes de cires [du genre des rats de caves du n° 3406], des mèches et des cordeaux détonants ainsi que des mèches consistant en fils textiles ou en fibres de verre)"
5909,"Tuyaux pour pompes et tuyaux simil., en matières textiles, même imprégnés ou enduits, même avec armatures ou accessoires en autres matières"
5910,"Courroies transporteuses ou de transmission en matières textiles, même imprégnées, enduites, recouvertes de matière plastique ou stratifiées avec de la matière plastique ou renforcées de métal ou d'autres matières (sauf produits d'une épaisseur < 3 mm, présentés en longueur indéterminée ou découpés en longueur, courroies consistant en tissus imprégnés, enduits, recouverts ou stratifiés avec du caoutchouc ou bien fabriquées au moyen de fils ou ficelles préalablement imprégnés, enduits, recouverts ou gainés de caoutchouc)"
5911,"Produits et articles textiles pour usages techniques, visés à la note 7 du présent chapitre, en matières textiles"
591110,"Tissus, feutres et tissus doublés de feutre, combinés avec une ou plusieurs couches de caoutchouc, de cuir ou d'autres matières, des types utilisés pour la fabrication de garnitures de cardes, et produits analogues pour d'autres usages techniques, y.c. les rubans de velours, imprégnés de caoutchouc, pour le recouvrement des ensouples"
591120,"Gazes et toiles à bluter, même confectionnées"
591131,"Tissus et feutres sans fin ou munis de moyens de jonction, des types utilisés sur les machines à papier ou sur des machines simil. [à pâte, à amiante-ciment, p.ex.], d'un poids < 650 g/m²"
591132,"Tissus et feutres sans fin ou munis de moyens de jonction, des types utilisés sur les machines à papier ou sur des machines simil. [à pâte, à amiante-ciment, p.ex.], d'un poids >= 650 g/m²"
591140,"Toiles filtrantes, tissus épais et étreindelles des types utilisés sur des presses d'huilerie ou pour des usages techniques analogues, y.c. ceux en cheveux"
591190,"Produits et articles textiles pour usages techniques, en matières textiles, visés à la note 7 du présent chapitre, n.d.a."
6001,"Velours, peluches, y.c. les étoffes dites ""à longs poils"", et étoffes bouclées, en bonneterie"
600110,"Étoffes dites ""à longs poils"", en bonneterie"
600121,"Étoffes à boucles, en bonneterie, de coton"
600122,"Étoffes à boucles, en bonneterie, de fibres synthétiques ou artificielles"
600129,"Étoffes à boucles, en bonneterie (autres que de coton, de fibres synthétiques ou artificielles)"
600191,"Velours et peluches, en bonneterie, de coton (à l'excl. des étoffes dites ""à longs poils"")"
600192,"Velours et peluches, en bonneterie, de fibres synthétiques ou artificielles (à l'excl. des étoffes dites ""à longs poils"")"
600199,"Velours et peluches, en bonneterie (autres que de coton, de fibres synthétiques ou artificielles et à l'excl. des étoffes dites ""à longs poils"")"
6002,"Étoffes de bonneterie d'une largeur <= 30 cm, contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc (à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600240,"Étoffes de bonneterie d'une largeur <= 30 cm, à teneur en fils d'élastomères >= 5% en poids (sans fils de caoutchouc et à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600290,"Étoffes de bonneterie d'une largeur <= 30 cm, à teneur en fils d'élastomères et de caoutchouc ou uniquement de caoutchouc >= 5% en poids (à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées ainsi que des barrières anti-adhérence stériles pour la chirurgie ou l'art dentaire de la sous-position 3006 10 30)"
6003,"Étoffes de bonneterie d'une largeur <= 30 cm (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600310,"Étoffes de bonneterie d'une largeur <= 30 cm, de laine ou poils fins (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600320,"Étoffes de bonneterie d'une largeur <= 30 cm, de coton (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600330,"Étoffes de bonneterie d'une largeur <= 30 cm, de fibres synthétiques (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées ainsi que des barrières anti-adhérence stériles pour la chirurgie ou l'art dentaire de la sous-position 3006 10 30)"
600340,"Étoffes de bonneterie d'une largeur <= 30 cm, de fibres artificielles (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées ainsi que des barrières anti-adhérence stériles pour la chirurgie ou l'art dentaire de la sous-position 3006 10 30)"
600390,"Étoffes de bonneterie d'une largeur <= 30 cm (autres que de coton, de fibres synthétiques ou artificielles, de laine ou poils fins et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées ainsi que des barrières anti-adhérence stériles pour la chirurgie ou l'art dentaire de la sous-position 3006 10 30)"
6004,"Étoffes de bonneterie d'une largeur > 30 cm, contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc (à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600410,"Étoffes de bonneterie d'une largeur > 30 cm, teneur en fils d'élastomères >= 5% en poids (sans fils de caoutchouc et à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600490,"Étoffes de bonneterie d'une largeur > 30 cm, à teneur en fils d'élastomères et de caoutchouc ou uniquement de caoutchouc >= 5% en poids (à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
6005,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600521,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de coton, écrues ou blanchies (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
